complaint_count,severity_avg,season_flag,source_weight,recency_weight,trend_score,adulterant_count,risk_score
29,1.7337391594646552,0,0.7190609389379257,0.8900466011060912,-0.6880109593275947,3,98.90862362633874
3,1.0823379771832098,0,0.8053991405867773,2.8463817725393756,-0.9984424683179713,4,63.44540543433277
33,2.216968971838151,0,0.30494641365380215,0.5576560626035394,0.049549320516778295,2,84.02195257095211
3,4.439761626945282,0,0.41936688658110405,0.6626289824631988,0.8977710745066665,4,82.73330129945147
9,1.0638650088808568,0,0.7789631185585097,1.6003812343490034,-0.7559235303104423,5,75.40372978295484
2,2.700623497964979,0,0.6826971955402957,0.9621361388138177,0.9391692555291171,2,72.7429795043088
10,4.579309401710596,0,0.6993107820837796,1.8020856500645592,0.9223440486986982,5,98.60074544585163
25,2.123738038749523,0,0.4931994274157803,1.240683764260206,-0.669466121873995,1,77.73727937732032
9,4.08897907718663,0,0.5054417223026266,0.5351995567877111,-0.6023151918223897,3,58.81689759080916
7,4.400154311159197,0,0.5316286173968544,0.6588958757150591,-0.3780353565686756,5,62.20014049488534
22,4.548850970305306,1,0.5680488123276528,2.929280238472759,0.6978276485321677,5,91.12544690980826
27,3.0909313175279762,1,0.3177933887208666,0.7697285674832611,-0.9371416286265315,1,93.26669963665725
32,3.78206434570451,0,0.4745045604042124,1.5259573075890742,0.5111022770860973,4,100.0
2,3.497416192535173,0,0.3738459818811894,1.6413364262072756,-0.5631191255663328,4,43.90124740045607
28,2.4251913523078996,1,0.49049257456924467,2.119225301353406,-0.9989592460093684,5,82.771237602888
27,2.669644012595116,0,0.7847052230231892,1.1735308344963036,-0.5117489555044517,3,89.3523922241278
32,3.0751624869734644,0,0.5826853197406285,0.662230617772454,-0.4921691721313106,4,93.7356209940952
17,2.06712405710114,0,0.651875316260203,0.6286968781249733,-0.44270707152677713,1,76.90659895433681
19,3.722821806219067,0,0.642616932194294,2.964126135276502,-0.5158894569769992,4,84.72289188634298
24,2.8812025377841537,0,0.7434707975326262,1.8394367101868963,-0.8194204598911834,1,69.56703489012962
6,3.7832512271635275,0,0.7136250602317693,2.193910904605706,-0.9668243421442877,3,56.08105625164175
33,2.5902880843500893,0,0.9557109921157141,0.8438023603649831,-0.317867297899483,1,100.0
23,3.1657918953102633,1,0.4805591394006089,2.1499601150854475,0.6344444004024317,1,99.25380475374594
12,3.2331738144283904,1,0.43209497583896556,1.1971783814804546,0.4007156599455426,3,85.85132715302417
24,2.6180325084887603,1,0.7494221523080014,0.710349912487622,-0.6767425718107725,6,100.0
29,2.1356838989498628,0,0.6399296275103585,1.6210603574656184,0.9889149252216414,4,100.0
4,1.9489963499872003,0,0.42517589645493015,1.4161719614571497,0.48834104611312457,3,68.07979740022624
22,2.060809470726902,0,0.9852250007925063,1.7168553823986379,0.812197575437108,3,99.43557250516763
21,3.0105483724207684,0,0.7682468417641697,2.6604189126797575,-0.5396294635168895,3,90.15886139674983
17,4.9782020431893645,0,0.9184458155863813,2.369296934743535,0.9061436940479064,5,100.0
31,4.854479908357011,1,0.35274237920428975,1.2642425482179547,-0.618177937699308,1,94.77353143024968
31,4.3768525629052455,0,0.6990428190625555,0.7429412344269213,0.23001445339833948,6,100.0
2,2.016654596278955,1,0.9141611503495688,2.351921544385511,0.39403148199053595,3,67.20842880125926
26,4.240453578716723,0,0.7280595976059763,0.703985451000601,-0.9896302744520264,4,96.26495971507433
1,1.2837636679997106,0,0.9206320042654619,0.5690419296842617,0.15772979101511742,6,48.80164478684156
22,3.363333042276043,0,0.4751759523611048,0.597086836073558,-0.39346897065355435,3,92.24723220113205
33,4.311476015150355,0,0.4510747192477902,2.0572261895475004,-0.829305070012464,5,100.0
16,4.903408317850138,0,0.8002165729259665,0.6026687919196895,-0.20235819711041092,3,67.53842794566418
26,1.10140297366183,0,0.35661107663203834,1.5707861873502695,0.37699980153073276,1,65.70089087856782
32,3.196906658824482,0,0.7621381637024118,1.1998347423648572,0.9097305613263882,5,100.0
29,2.6784002497111596,0,0.6962260473458534,0.8966161191062276,-0.7596707043887156,5,100.0
5,2.8966953163493008,1,0.8343550961027375,2.5172824426269487,-0.3073913578211984,6,85.1198217862072
23,1.192235696788135,0,0.7445655556073506,0.6132600244301113,-0.25077477074705756,2,67.80143308078436
5,3.7358550775925643,0,0.9607241231925299,2.8606289928129183,0.7343978671100075,3,79.78468065482605
24,3.708673369531927,0,0.7503017529096472,1.6456322262287917,0.09123357863186987,5,87.13404621389626
29,1.2774452035006618,0,0.3272741926171635,2.045634710844732,-0.326891570222547,2,99.10600844445874
29,4.379501243877819,1,0.538437198624968,1.1517363205897577,-0.007925091413187646,2,100.0
25,4.213923721539395,0,0.6835803182736611,1.5586773557702964,0.13704056749991667,3,100.0
35,2.650470707645706,0,0.4750115144512732,1.9513600308597745,0.7342332144194441,5,100.0
35,1.4124954753437304,1,0.6740292314713944,1.7414029767076942,-0.22076382756159307,5,96.75401797226216
12,4.834165987532794,0,0.36390067375029345,1.2982840939760372,0.9001239341016098,4,75.6628245325735
5,2.172843086792258,0,0.6875921366420605,1.0318197375605724,0.8923890857633805,1,59.56018552382277
14,3.198115529294942,0,0.8159248897537061,1.8647894254124724,0.4116629677573891,4,68.75097603654419
7,2.7043659001877645,0,0.35093410445493545,2.5546501482258908,0.4124844543129924,5,82.17186298063754
19,3.3252216689071292,1,0.9162519780468916,1.091712984205197,0.8153874126970926,5,100.0
19,4.108587663709747,0,0.7935590550076619,1.1218103860757198,-0.33949494196180297,6,79.97753787292557
13,2.6208083471256685,1,0.8186817026374678,2.4179871327714295,0.6455807037533863,1,73.06818122526255
25,4.474396512757841,0,0.6054350821245891,2.505273122566835,0.9558013375085417,5,100.0
16,3.1108044363451994,1,0.9433810006950616,1.1324754199731029,0.3908222462132951,1,96.09986505711478
15,2.818164259071093,0,0.7878475391046703,1.4605045784480497,0.47420141168603847,3,63.03797283512834
32,1.2314555910308296,0,0.618959726949999,2.050331494503842,-0.44523763403773464,4,96.4141882285874
28,1.3109385478599394,0,0.48196490399798386,1.6331021170720776,-0.9353680977806991,1,86.79810004183197
20,3.411127528093194,0,0.8757760700462183,2.87449978322981,0.45143901677671994,1,99.63794365914595
33,4.110409134940902,0,0.991093290520461,0.8760422277588205,0.18826143070427026,1,100.0
27,3.2763258766629906,1,0.6280852118564791,1.537048755844163,-0.45318585613858753,6,100.0
3,3.22172682241051,0,0.8082845908502936,2.3927030051061395,-0.24429890144842714,5,53.59657483241615
1,4.8162041090348895,1,0.4600499638524239,2.1792517110146417,0.23625648091579166,4,88.94398413483545
3,3.0806540044479735,0,0.8714700146491436,2.9199344135995577,-0.8231835532687068,3,48.119430967961826
17,1.536060913802563,0,0.8285960789715332,2.0507738783836618,0.40815953619844714,3,76.33018565228073
30,3.2192624341689027,0,0.9329110861456238,1.370638667558251,0.027978978319621595,4,97.21049656476116
17,4.7980824946305685,1,0.6215427655623207,2.605228537546774,0.537835482630795,4,100.0
2,2.315006441150033,1,0.7057549541302168,1.3539080261413625,0.07452683342814015,3,64.42282662590456
16,3.5634989792128584,0,0.7875510263589552,1.5291530358938203,0.7486352097088342,3,96.42284974937724
21,1.6757402522886582,0,0.5433334501378784,0.5795117037129128,0.09743061841481726,5,67.97452473905133
12,1.82533487362317,0,0.39012387880975075,1.3252487832753885,-0.356834470639942,2,51.710286706580206
30,1.627910730864775,1,0.4938143537030426,2.5155031994826533,0.4965193807673167,5,100.0
15,3.14636258394933,0,0.6391660896337149,2.04563692882574,-0.2621727208604552,2,60.31080342920926
18,2.7896494672938186,0,0.5780146827528577,0.7621729163312023,0.4748104121876382,4,66.52467957105907
17,1.8457920279861786,1,0.6747348948108665,1.083041028874503,-0.3141462714434795,1,81.54900780077367
18,1.3476811523496948,0,0.7107887826146153,2.363598685460825,-0.13668090754064122,3,59.12384403898381
6,4.598589588580049,0,0.47104720882525813,1.7456192446223504,-0.33930303743817203,1,74.67015101219715
30,1.746268096205223,0,0.9277357972384976,0.7005843641541055,0.04902277914050934,5,98.30332298888035
24,1.4481556086722094,0,0.7031988924639619,2.793489032713829,-0.9893999872047892,6,93.74297841226787
2,3.227051572055719,0,0.6336336388884883,2.5964563967565617,-0.5898448797010818,2,59.64917541551896
4,2.701745754465667,1,0.8153730285889418,1.8246000579527917,0.414460191288889,6,75.82040534027352
13,3.1303577302063434,1,0.5584613370569272,1.6356699305477491,0.09720623587630639,2,92.14651864238172
13,3.7382861915193333,1,0.4782484583346347,2.203756805559823,0.5204557197793731,3,100.0
31,4.718116576991303,0,0.9755188374665587,0.8107430587138618,0.4617349504072885,1,100.0
12,2.5169143398552016,1,0.8187844545030414,1.9361827829497797,0.6836575535165441,3,69.51487215631433
35,1.6570631917239718,0,0.46498422224549985,2.0843964093004432,0.8157322609250319,1,83.65462712861442
25,3.7319282536685296,0,0.6073944359991529,1.442361073562269,-0.07464042866078713,6,100.0
25,2.4214498072735835,0,0.6723002357817218,0.6665477809770424,-0.5419492181504073,3,85.23656829956091
6,2.331263143649937,0,0.5344339302599602,0.8481801816584682,0.588050378540592,5,75.28236155563928
29,1.6066995189310047,1,0.7948863228704213,2.4464298476268778,-0.7137440289030608,4,97.07151035352057
2,4.049834742962762,1,0.8282447043020815,0.7572900768603625,0.0729627029691895,4,85.01928939583537
8,1.5996697093950951,1,0.8055767978751465,2.300091341365186,0.2822952657705946,3,78.38548964548531
26,2.007196235627811,0,0.8787591794663547,2.8976869864100694,-0.3149514856429132,6,100.0
12,4.647409635371859,0,0.6541220752191261,2.02863558858662,-0.963779632358319,4,82.34196831974963
4,4.160338548496346,0,0.795067044019379,0.8813476072856534,0.15257672033362635,2,53.74379449962204
22,4.642744793022852,1,0.3792666320885287,2.9621029974058364,0.6777961728918682,6,100.0
1,4.479585448248513,0,0.4591769346139788,2.0197359844856466,-0.24138860322890232,5,54.095686392760776
26,2.3339966867645767,1,0.676176922056546,2.7996390410319014,-0.3073080112680775,2,100.0
27,2.8088717635592286,1,0.3229926691704068,2.781873657197822,-0.5035471144856962,1,92.29288254544166
22,1.8803888563243882,0,0.7644761604116974,0.9450899171743785,0.9221406349389103,1,87.43123506182995
22,1.3413986723145754,0,0.6515365072318697,1.9884625433001095,-0.865847045223145,3,89.66200856892875
29,3.499903948204209,0,0.711217522963852,1.2351116980524288,0.4281183995796565,2,100.0
28,2.924351793550344,0,0.8357493967463685,0.7574536983282888,-0.33127437737903564,3,75.81555220975864
33,1.1015454226413794,0,0.8878522016195993,2.6674844000288087,-0.18403100927031057,1,89.7091347426951
3,1.9242991863522856,1,0.6538555153742236,1.9876224492510515,-0.3214575082076181,5,56.75218389061881
8,1.3977655710373806,0,0.8055868522989613,2.6392411702657146,0.6604397291339832,4,74.88323717060483
21,2.625569233094088,0,0.9274350729647838,0.53250480877684,-0.8289829382910638,5,73.21579727769486
1,4.269774246953764,1,0.5351061000048846,2.5627683285566496,-0.27388157560981896,4,77.35477707997508
5,2.3807685795251023,0,0.6052885703947217,1.2361643988547941,0.8969066139243134,6,83.48429804139191
23,4.199421023789261,1,0.6393448570052422,1.781144139704804,0.4833738884573311,2,86.14623134072843
9,1.5574242962912965,1,0.5951927541872972,0.830690527813326,0.8011446024727713,2,69.05266150966916
21,4.260217713609828,0,0.4918386544810442,1.8854450062894834,0.30284077670372844,2,88.46310557166117
22,1.547542520275229,0,0.48654887535961755,2.330461446147656,-0.4985386788768045,5,70.18497604831376
17,2.6750820995682925,0,0.8396379639449894,1.5550901488767184,-0.2922572468775011,6,90.09993155396842
26,1.2729988214163663,1,0.50208561573949,1.3891817911623727,0.438091810368491,3,93.80981771117318
22,3.930288388841001,1,0.4889378556745364,1.8496069472704835,-0.6759722442168308,4,100.0
34,3.493330203619963,0,0.37461877719364023,0.6878444543395219,0.4563775124072067,1,100.0
3,1.3110613763158283,0,0.7862875295980987,1.1803628430749067,0.1804613337381742,3,65.35223729840472
17,4.80094941528321,0,0.6649104671894985,0.716763029655459,0.9163415860078608,3,100.0
16,4.396782606261278,0,0.9323546688452173,2.1166622977929084,0.38635042291384947,1,69.72614391218853
32,3.822300690062754,0,0.9995474496960843,1.8895164535929492,-0.053579763837333205,6,100.0
8,4.884232980661471,0,0.8567392865713681,2.3626613703005512,-0.8902347707070501,3,86.04589233057948
17,3.6006694017729126,0,0.4610061861013921,0.801417214443197,-0.8460935967415817,5,91.17906001625225
15,4.215907917603591,1,0.8535062153872743,1.296881257330175,0.2517827528740182,5,76.08826236894892
2,1.097603126226152,1,0.9932389193392439,0.5005938089397115,-0.6290541808465551,2,44.40714625596226
16,4.4947084567453555,0,0.8377913897051628,1.5444169554183345,-0.15728599544585964,5,95.05479131984505
30,1.013385448171917,0,0.5010672941578572,1.240770301139975,-0.5327844979001801,1,89.65289427293997
4,1.8730155514602567,1,0.8585925255003684,1.1474566290045343,0.17710845794649077,6,82.86530923303579
11,4.6148958687010815,0,0.41692376226445266,2.9779215653424416,-0.5366565972331132,4,80.24442299033537
10,1.187781428591252,0,0.45434034634912274,0.9660956553606364,0.5591689471335066,6,80.02417321610575
5,3.5191116919846124,0,0.9186501194743979,2.8193807079880324,0.9898156452928706,5,61.023479201179605
17,1.6155836253594202,0,0.45710840028566246,1.0595440370565576,0.07394884578682714,1,76.56328624165964
14,4.440507265671695,1,0.9142226038412662,1.164000106471765,-0.7409701574343917,1,72.6138184552181
5,3.940850618093811,0,0.5859172491494891,1.431721292530785,-0.4804924324793476,5,52.709856718590764
